path,class,kind,current_layer,detected_form,expected_name,target_path,issues,action
src/Command/WorkflowTestCommand.php,WorkflowTestCommand,class,Command,Command,WorkflowTestCommand,src/Command/WorkflowTestCommand.php,,keep
src/CommandInterface/Console/Order/AuditRotateCommandInterface.php,AuditRotateCommandInterface,interface,CommandInterface,CommandInterface,AuditRotateCommandInterface,src/CommandInterface/Console/Order/AuditRotateCommandInterface.php,,keep
src/CommandInterface/Console/Order/AuditShipS3CommandInterface.php,AuditShipS3CommandInterface,interface,CommandInterface,CommandInterface,AuditShipS3CommandInterface,src/CommandInterface/Console/Order/AuditShipS3CommandInterface.php,,keep
src/CommandInterface/Console/Order/DlqListCommandInterface.php,DlqListCommandInterface,interface,CommandInterface,CommandInterface,DlqListCommandInterface,src/CommandInterface/Console/Order/DlqListCommandInterface.php,,keep
src/CommandInterface/Console/Order/DlqRequeueCommandInterface.php,DlqRequeueCommandInterface,interface,CommandInterface,CommandInterface,DlqRequeueCommandInterface,src/CommandInterface/Console/Order/DlqRequeueCommandInterface.php,,keep
src/Contract/Domain/RecordsDomainEvents.php,RecordsDomainEvents,interface,Contract,ServiceInterface,RecordsDomainEventsInterface,src/ServiceInterface/Domain/RecordsDomainEventsInterface.php,missing_or_wrong_suffix|wrong_layer_or_path|namespace_drift,review_or_move
src/Contract/Gateway/Order/OrderPaymentGatewayInterface.php,OrderPaymentGatewayInterface,interface,Contract,ServiceInterface,OrderPaymentGatewayInterface,src/ServiceInterface/Gateway/Order/OrderPaymentGatewayInterface.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Contract/Gateway/Order/OrderShipmentGatewayInterface.php,OrderShipmentGatewayInterface,interface,Contract,ServiceInterface,OrderShipmentGatewayInterface,src/ServiceInterface/Gateway/Order/OrderShipmentGatewayInterface.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Contract/Gateway/Order/OrderTaxationGatewayInterface.php,OrderTaxationGatewayInterface,interface,Contract,ServiceInterface,OrderTaxationGatewayInterface,src/ServiceInterface/Gateway/Order/OrderTaxationGatewayInterface.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Contract/Gateway/Order/TaxBreakdown.php,TaxBreakdown,class,Contract,Contract,TaxBreakdown,src/Contract/Gateway/Order/TaxBreakdown.php,,keep
src/Controller/HealthCheckController.php,HealthCheckController,class,Controller,Controller,HealthCheckController,src/Controller/HealthCheckController.php,,keep
src/Controller/OrderApiController.php,OrderApiController,class,Controller,Controller,OrderApiController,src/Controller/OrderApiController.php,,keep
src/Controller/OrderController.php,OrderController,class,Controller,Controller,OrderController,src/Controller/OrderController.php,,keep
src/Controller/OrderManagementController.php,OrderManagementController,class,Controller,Controller,OrderManagementController,src/Controller/OrderManagementController.php,,keep
src/Controller/OrderMetricsController.php,OrderMetricsController,class,Controller,Controller,OrderMetricsController,src/Controller/OrderMetricsController.php,,keep
src/Controller/ReadinessController.php,ReadinessController,class,Controller,Controller,ReadinessController,src/Controller/ReadinessController.php,,keep
src/Controller/TestEmailController.php,TestEmailController,class,Controller,Controller,TestEmailController,src/Controller/TestEmailController.php,,keep
src/Controller/Webhook/PaymentWebhookController.php,PaymentWebhookController,class,Controller,Controller,PaymentWebhookController,src/Controller/Webhook/PaymentWebhookController.php,,keep
src/DLQInterface/Handler/Order/OrderDeadLetterHandlerInterface.php,OrderDeadLetterHandlerInterface,interface,DLQInterface,DLQInterface,OrderDeadLetterHandlerInterface,src/DLQInterface/Handler/Order/OrderDeadLetterHandlerInterface.php,,keep
src/DLXInterface/Routing/Order/OrderDeadLetterRouterInterface.php,OrderDeadLetterRouterInterface,interface,DLXInterface,DLXInterface,OrderDeadLetterRouterInterface,src/DLXInterface/Routing/Order/OrderDeadLetterRouterInterface.php,,keep
src/DTO/OrderCreateDTO.php,OrderCreateDTO,class,DTO,DTO,OrderCreateDTO,src/DTO/OrderCreateDTO.php,,keep
src/DTO/OrderPaymentDTO.php,OrderPaymentDTO,class,DTO,DTO,OrderPaymentDTO,src/DTO/OrderPaymentDTO.php,,keep
src/DTO/OrderRefundDTO.php,OrderRefundDTO,class,DTO,DTO,OrderRefundDTO,src/DTO/OrderRefundDTO.php,,keep
src/DTO/OrderShipmentDTO.php,OrderShipmentDTO,class,DTO,DTO,OrderShipmentDTO,src/DTO/OrderShipmentDTO.php,,keep
src/DataFixtures/OrderDemoFixtures.php,OrderDemoFixtures,class,DataFixtures,DataFixtures,OrderDemoFixtures,src/DataFixtures/OrderDemoFixtures.php,,keep
src/DataFixtures/OrderFixtures.php,OrderFixtures,class,DataFixtures,DataFixtures,OrderFixtures,src/DataFixtures/OrderFixtures.php,,keep
src/DemoInterface/Scenario/Order/OrderDemoServiceInterface.php,OrderDemoServiceInterface,interface,DemoInterface,DemoInterface,OrderDemoServiceInterface,src/DemoInterface/Scenario/Order/OrderDemoServiceInterface.php,,keep
src/DependencyInjection/OrderComponentExtension.php,OrderComponentExtension,class,DependencyInjection,DependencyInjection,OrderComponentExtension,src/DependencyInjection/OrderComponentExtension.php,,keep
src/Entity/Order/OrderAnalyticsRecordEntity.php,OrderAnalyticsRecordEntity,class,Entity,Entity,OrderAnalyticsRecordEntity,src/Entity/Order/OrderAnalyticsRecordEntity.php,,keep
src/Entity/Order/OrderAuditLogEntity.php,OrderAuditLogEntity,class,Entity,Entity,OrderAuditLogEntity,src/Entity/Order/OrderAuditLogEntity.php,,keep
src/Entity/Order/OrderDisputeEntity.php,OrderDisputeEntity,class,Entity,Entity,OrderDisputeEntity,src/Entity/Order/OrderDisputeEntity.php,,keep
src/Entity/Order/OrderEntity.php,OrderEntity,class,Entity,Entity,OrderEntity,src/Entity/Order/OrderEntity.php,,keep
src/Entity/Order/OrderEventRecordEntity.php,OrderEventRecordEntity,class,Entity,Entity,OrderEventRecordEntity,src/Entity/Order/OrderEventRecordEntity.php,,keep
src/Entity/Order/OrderIdempotencyKeyEntity.php,OrderIdempotencyKeyEntity,class,Entity,Entity,OrderIdempotencyKeyEntity,src/Entity/Order/OrderIdempotencyKeyEntity.php,,keep
src/Entity/Order/OrderInventoryReservationEntity.php,OrderInventoryReservationEntity,class,Entity,Entity,OrderInventoryReservationEntity,src/Entity/Order/OrderInventoryReservationEntity.php,,keep
src/Entity/Order/OrderItemEntity.php,OrderItemEntity,class,Entity,Entity,OrderItemEntity,src/Entity/Order/OrderItemEntity.php,,keep
src/Entity/Order/OrderOutboxMessageEntity.php,OrderOutboxMessageEntity,class,Entity,Entity,OrderOutboxMessageEntity,src/Entity/Order/OrderOutboxMessageEntity.php,,keep
src/Entity/Order/OrderPaymentAllocationEntity.php,OrderPaymentAllocationEntity,class,Entity,Entity,OrderPaymentAllocationEntity,src/Entity/Order/OrderPaymentAllocationEntity.php,,keep
src/Entity/Order/OrderPaymentEntity.php,OrderPaymentEntity,class,Entity,Entity,OrderPaymentEntity,src/Entity/Order/OrderPaymentEntity.php,,keep
src/Entity/Order/OrderPaymentTransactionEntity.php,OrderPaymentTransactionEntity,class,Entity,Entity,OrderPaymentTransactionEntity,src/Entity/Order/OrderPaymentTransactionEntity.php,,keep
src/Entity/Order/OrderRefundEntity.php,OrderRefundEntity,class,Entity,Entity,OrderRefundEntity,src/Entity/Order/OrderRefundEntity.php,,keep
src/Entity/Order/OrderRefundTransactionEntity.php,OrderRefundTransactionEntity,class,Entity,Entity,OrderRefundTransactionEntity,src/Entity/Order/OrderRefundTransactionEntity.php,,keep
src/Entity/Order/OrderShipmentEntity.php,OrderShipmentEntity,class,Entity,Entity,OrderShipmentEntity,src/Entity/Order/OrderShipmentEntity.php,,keep
src/Entity/Order/OrderShipmentItemEntity.php,OrderShipmentItemEntity,class,Entity,Entity,OrderShipmentItemEntity,src/Entity/Order/OrderShipmentItemEntity.php,,keep
src/Entity/Order/OrderShipmentViewEntity.php,OrderShipmentViewEntity,class,Entity,Entity,OrderShipmentViewEntity,src/Entity/Order/OrderShipmentViewEntity.php,,keep
src/Entity/Order/OrderStatusHistoryEntity.php,OrderStatusHistoryEntity,class,Entity,Entity,OrderStatusHistoryEntity,src/Entity/Order/OrderStatusHistoryEntity.php,,keep
src/Entity/Order/OrderStockReservationEntity.php,OrderStockReservationEntity,class,Entity,Entity,OrderStockReservationEntity,src/Entity/Order/OrderStockReservationEntity.php,,keep
src/Entity/Order/OrderWebhookLogEntity.php,OrderWebhookLogEntity,class,Entity,Entity,OrderWebhookLogEntity,src/Entity/Order/OrderWebhookLogEntity.php,,keep
src/Event/Domain/Order/OrderCancelledEvent.php,OrderCancelledEvent,class,Event,Event,OrderCancelledEvent,src/Event/Domain/Order/OrderCancelledEvent.php,,keep
src/Event/Domain/Order/OrderChargebackIssuedEvent.php,OrderChargebackIssuedEvent,class,Event,Event,OrderChargebackIssuedEvent,src/Event/Domain/Order/OrderChargebackIssuedEvent.php,,keep
src/Event/Domain/Order/OrderDeliveredEvent.php,OrderDeliveredEvent,class,Event,Event,OrderDeliveredEvent,src/Event/Domain/Order/OrderDeliveredEvent.php,,keep
src/Event/Domain/Order/OrderDisputeOpenedEvent.php,OrderDisputeOpenedEvent,class,Event,Event,OrderDisputeOpenedEvent,src/Event/Domain/Order/OrderDisputeOpenedEvent.php,,keep
src/Event/Domain/Order/OrderDisputeResolvedEvent.php,OrderDisputeResolvedEvent,class,Event,Event,OrderDisputeResolvedEvent,src/Event/Domain/Order/OrderDisputeResolvedEvent.php,,keep
src/Event/Domain/Order/OrderFullyPaidEvent.php,OrderFullyPaidEvent,class,Event,Event,OrderFullyPaidEvent,src/Event/Domain/Order/OrderFullyPaidEvent.php,,keep
src/Event/Domain/Order/OrderFullyRefundedEvent.php,OrderFullyRefundedEvent,class,Event,Event,OrderFullyRefundedEvent,src/Event/Domain/Order/OrderFullyRefundedEvent.php,,keep
src/Event/Domain/Order/OrderPaidEvent.php,OrderPaidEvent,class,Event,Event,OrderPaidEvent,src/Event/Domain/Order/OrderPaidEvent.php,,keep
src/Event/Domain/Order/OrderPartiallyPaidEvent.php,OrderPartiallyPaidEvent,class,Event,Event,OrderPartiallyPaidEvent,src/Event/Domain/Order/OrderPartiallyPaidEvent.php,,keep
src/Event/Domain/Order/OrderPartiallyRefundedEvent.php,OrderPartiallyRefundedEvent,class,Event,Event,OrderPartiallyRefundedEvent,src/Event/Domain/Order/OrderPartiallyRefundedEvent.php,,keep
src/Event/Domain/Order/OrderPartiallyShippedEvent.php,OrderPartiallyShippedEvent,class,Event,Event,OrderPartiallyShippedEvent,src/Event/Domain/Order/OrderPartiallyShippedEvent.php,,keep
src/Event/Domain/Order/OrderPlacedEvent.php,OrderPlacedEvent,class,Event,Event,OrderPlacedEvent,src/Event/Domain/Order/OrderPlacedEvent.php,,keep
src/Event/Domain/Order/OrderRefundCompletedEvent.php,OrderRefundCompletedEvent,class,Event,Event,OrderRefundCompletedEvent,src/Event/Domain/Order/OrderRefundCompletedEvent.php,,keep
src/Event/Domain/Order/OrderRefundInitiatedEvent.php,OrderRefundInitiatedEvent,class,Event,Event,OrderRefundInitiatedEvent,src/Event/Domain/Order/OrderRefundInitiatedEvent.php,,keep
src/Event/Domain/Order/OrderRefundedEvent.php,OrderRefundedEvent,class,Event,Event,OrderRefundedEvent,src/Event/Domain/Order/OrderRefundedEvent.php,,keep
src/Event/Domain/Order/OrderReturnWindowExpiredEvent.php,OrderReturnWindowExpiredEvent,class,Event,Event,OrderReturnWindowExpiredEvent,src/Event/Domain/Order/OrderReturnWindowExpiredEvent.php,,keep
src/Event/Domain/Order/OrderShippedEvent.php,OrderShippedEvent,class,Event,Event,OrderShippedEvent,src/Event/Domain/Order/OrderShippedEvent.php,,keep
src/Event/Domain/Order/OrderStatusChanged.php,OrderStatusChanged,class,Event,Event,OrderStatusChangedEvent,src/Event/Domain/Order/OrderStatusChangedEvent.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Event/Domain/Order/StockConsumedEvent.php,StockConsumedEvent,class,Event,Event,StockConsumedEvent,src/Event/Domain/Order/StockConsumedEvent.php,,keep
src/Event/Domain/Order/StockReleasedEvent.php,StockReleasedEvent,class,Event,Event,StockReleasedEvent,src/Event/Domain/Order/StockReleasedEvent.php,,keep
src/Event/Domain/Order/StockReservationFailedEvent.php,StockReservationFailedEvent,class,Event,Event,StockReservationFailedEvent,src/Event/Domain/Order/StockReservationFailedEvent.php,,keep
src/Event/Domain/Order/StockReservedEvent.php,StockReservedEvent,class,Event,Event,StockReservedEvent,src/Event/Domain/Order/StockReservedEvent.php,,keep
src/EventListener/OrderApiRateLimitListener.php,OrderApiRateLimitListener,class,EventListener,Listener,OrderApiRateLimitListener,src/Listener/OrderApiRateLimitListener.php,wrong_layer_or_path|namespace_drift,review_or_move
src/EventListener/OrderTenantRateLimitListener.php,OrderTenantRateLimitListener,class,EventListener,Listener,OrderTenantRateLimitListener,src/Listener/OrderTenantRateLimitListener.php,wrong_layer_or_path|namespace_drift,review_or_move
src/EventSubscriber/ApiAuditSubscriber.php,ApiAuditSubscriber,class,EventSubscriber,Subscriber,ApiAuditSubscriber,src/Subscriber/ApiAuditSubscriber.php,wrong_layer_or_path|namespace_drift,review_or_move
src/EventSubscriber/DomainEventsToOutboxSubscriber.php,DomainEventsToOutboxSubscriber,class,EventSubscriber,Subscriber,DomainEventsToOutboxSubscriber,src/Subscriber/DomainEventsToOutboxSubscriber.php,wrong_layer_or_path|namespace_drift,review_or_move
src/EventSubscriber/OrderWorkflowGuardSubscriber.php,OrderWorkflowGuardSubscriber,class,EventSubscriber,Subscriber,OrderWorkflowGuardSubscriber,src/Subscriber/OrderWorkflowGuardSubscriber.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Factory/OrderFactory.php,OrderFactory,class,Factory,Factory,OrderFactory,src/Factory/OrderFactory.php,,keep
src/Factory/OrderFactoryProxy.php,OrderFactoryProxy,class,Factory,Factory,OrderFactoryProxyFactory,src/Factory/OrderFactoryProxyFactory.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Form/OrderCreateType.php,OrderCreateType,class,Form,Form,OrderCreateType,src/Form/OrderCreateType.php,,keep
src/Form/OrderPaymentType.php,OrderPaymentType,class,Form,Form,OrderPaymentType,src/Form/OrderPaymentType.php,,keep
src/Form/OrderRefundType.php,OrderRefundType,class,Form,Form,OrderRefundType,src/Form/OrderRefundType.php,,keep
src/Form/OrderShipmentType.php,OrderShipmentType,class,Form,Form,OrderShipmentType,src/Form/OrderShipmentType.php,,keep
src/Gateway/InMemoryInventoryGateway.php,InMemoryInventoryGateway,class,Gateway,Gateway,InMemoryInventoryGateway,src/Gateway/InMemoryInventoryGateway.php,,keep
src/Http/Idempotency/IdempotencyMiddleware.php,IdempotencyMiddleware,class,Http,Middleware,IdempotencyMiddleware,src/Middleware/Idempotency/IdempotencyMiddleware.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Http/Middleware/RateLimitHeaderMiddleware.php,RateLimitHeaderMiddleware,class,Http,Middleware,RateLimitHeaderMiddleware,src/Middleware/Middleware/RateLimitHeaderMiddleware.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Http/Subscriber/WebhookHmacSubscriber.php,WebhookHmacSubscriber,class,Http,Subscriber,WebhookHmacSubscriber,src/Subscriber/Subscriber/WebhookHmacSubscriber.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Infrastructure/FaultTolerance/CircuitBreaker.php,CircuitBreaker,class,Infrastructure,Infrastructure,CircuitBreaker,src/Infrastructure/FaultTolerance/CircuitBreaker.php,,keep
src/Infrastructure/FaultTolerance/RateLimiterMiddleware.php,RateLimiterMiddleware,class,Infrastructure,Middleware,RateLimiterMiddleware,src/Middleware/FaultTolerance/RateLimiterMiddleware.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Infrastructure/Http/Order/AuditListener.php,AuditListener,class,Infrastructure,Listener,AuditListener,src/Listener/Http/Order/AuditListener.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Infrastructure/Http/Order/ProblemExceptionListener.php,ProblemExceptionListener,class,Infrastructure,Listener,ProblemExceptionListener,src/Listener/Http/Order/ProblemExceptionListener.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Infrastructure/Idempotency/Order/IdempotencyRequestListener.php,IdempotencyRequestListener,class,Infrastructure,Listener,IdempotencyRequestListener,src/Listener/Idempotency/Order/IdempotencyRequestListener.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Infrastructure/Monitoring/HealthCheckController.php,HealthCheckController,class,Infrastructure,Controller,HealthCheckController,src/Controller/Monitoring/HealthCheckController.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Infrastructure/Monitoring/HealthController.php,HealthController,class,Infrastructure,Controller,HealthController,src/Controller/Monitoring/HealthController.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Infrastructure/Monitoring/MetricsCollector.php,MetricsCollector,class,Infrastructure,Infrastructure,MetricsCollector,src/Infrastructure/Monitoring/MetricsCollector.php,,keep
src/Infrastructure/Monitoring/MetricsController.php,MetricsController,class,Infrastructure,Controller,MetricsController,src/Controller/Monitoring/MetricsController.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Infrastructure/Monitoring/TraceContextSubscriber.php,TraceContextSubscriber,class,Infrastructure,Subscriber,TraceContextSubscriber,src/Subscriber/Monitoring/TraceContextSubscriber.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Infrastructure/Observability/Order/ApiMetricListener.php,ApiMetricListener,class,Infrastructure,Listener,ApiMetricListener,src/Listener/Observability/Order/ApiMetricListener.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Infrastructure/Observability/Order/LogCorrelationProcessor.php,LogCorrelationProcessor,class,Infrastructure,Processor,LogCorrelationProcessor,src/Processor/Observability/Order/LogCorrelationProcessor.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Infrastructure/Observability/Order/RequestCorrelationListener.php,RequestCorrelationListener,class,Infrastructure,Listener,RequestCorrelationListener,src/Listener/Observability/Order/RequestCorrelationListener.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Infrastructure/Outbox/Command/Order/OutboxRunCommand.php,OutboxRunCommand,class,Infrastructure,Command,OutboxRunCommand,src/Command/Outbox/Command/Order/OutboxRunCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Infrastructure/Outbox/Order/OutboxProcessor.php,OutboxProcessor,class,Infrastructure,Processor,OutboxProcessor,src/Processor/Outbox/Order/OutboxProcessor.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Infrastructure/Storage/Order/S3ClientFactory.php,S3ClientFactory,class,Infrastructure,Factory,S3ClientFactory,src/Factory/Storage/Order/S3ClientFactory.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Integration/Inventory/InMemoryInventoryGateway.php,InMemoryInventoryGateway,,Integration,Integration,InMemoryInventoryGateway,src/Integration/Inventory/InMemoryInventoryGateway.php,missing_classlike_declaration,review_or_move
src/Kernel.php,Kernel,class,Kernel.php,Kernel.php,Kernel,src/Kernel.php/Kernel.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Command/FlakyCommand.php,FlakyCommand,class,Message,Command,FlakyCommand,src/Command/Command/FlakyCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Command/Order/OrderCancelCommand.php,OrderCancelCommand,class,Message,Command,OrderCancelCommand,src/Command/Command/Order/OrderCancelCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Command/Order/OrderPartialPayCommand.php,OrderPartialPayCommand,class,Message,Command,OrderPartialPayCommand,src/Command/Command/Order/OrderPartialPayCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Command/Order/OrderPartialPaymentCommand.php,OrderPartialPaymentCommand,class,Message,Command,OrderPartialPaymentCommand,src/Command/Command/Order/OrderPartialPaymentCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
